"code_commune","nom_commune","departement","population","nb_cambriolages","taux_pour_mille"
"17333","Saint-Georges-de-Didonne","17",5092,83,9.4489982
"17337","Saint-Georges-d'Oléron","17",4067,32,4.2011291
"17340","Saint-Germain-de-Marencennes",NA,1486,6,7.6575392
"17346","Saint-Hippolyte","17",1495,5,7.0794628
"17347","Saint-Jean-d'Angély","17",6784,32,6.7525463
"17360","Sainte-Marie-de-Ré","17",3412,13,3.6987091
"17372","Saint-Médard","17",91,0,0
"17374","Sainte-Même","17",223,0,0
"17380","Saint-Palais-sur-Mer","17",3840,55,8.0288526
"17381","Saint-Pardoult","17",211,0,0
"17385","Saint-Pierre-d'Oléron","17",6633,47,5.8713351
"17401","Saint-Séverin-sur-Boutonne","17",93,0,0
"17402","Saint-Sigismond-de-Clermont","17",161,0,0
"17409","Saint-Sulpice-de-Royan","17",3446,14,7.7601456
"17414","Saint-Xandre","17",5677,11,4.0194934
"17415","Saintes","17",25363,144,9.0902734
"17421","Saujon","17",7440,18,3.7948297
"17422","Seigné","17",92,0,0
"17425","Semussac","17",2585,10,6.7403612
"17434","Surgères","17",6897,39,10.2094318
"17435","Taillant","17",204,0,0
"17449","Tonnay-Charente","17",8289,31,6.9042316
"17452","La Tremblade","17",4650,26,4.8326965
"17453","Trizay","17",1538,6,8.7673932
"17461","Vaux-sur-Mer","17",4013,54,8.2359476
"17470","Villars-les-Bois","17",257,0,0
"17471","La Villedieu","17",200,0,0
"17478","Vinax","17",68,0,0
"17481","Voissay","17",173,0,0
"17486","La Brée-les-Bains","17",716,5,2.4678106
"18004","Allogny","18",1142,7,11.7498223
"18007","Apremont-sur-Allier","18",66,0,0
"18011","Argent-sur-Sauldre","18",2023,8,6.1424045
"18015","Aubigny-sur-Nère","18",5451,19,5.9047553
"18024","Beddes","18",105,0,0
"18033","Bourges","18",64186,271,7.0493934
"18034","Bouzais","18",273,0,0
"18037","Brinon-sur-Sauldre","18",971,7,8.529452
"18050","La Chapelle-Saint-Ursin","18",3681,18,10.7683559
"18056","Chassy","18",233,0,0
"18058","Châteauneuf-sur-Cher","18",1360,7,7.3145246
"18061","Chaumoux-Marcilly","18",82,0,0
"18077","Couy","18",369,0,0
"18078","Crézançay-sur-Cher","18",61,0,0
"18087","Dun-sur-Auron","18",3524,15,7.2698811
"18093","Faverdines","18",135,0,0
"18097","Fussy","18",1891,17,18.1839044
"18108","La Guerche-sur-l'Aubois","18",3151,10,5.1096824
"18109","Henrichemont","18",1721,22,18.140345
"18124","Lazenay","18",276,0,0
"18125","Léré","18",1110,5,6.3758978
"18138","Marmagne","18",1963,12,12.0293193
"18141","Mehun-sur-Yèvre","18",6380,36,9.7560976
"18142","Meillant","18",645,0,0
"18154","Mornay-Berry","18",177,0,0
"18177","Parnay","18",49,0,0
"18180","Plaimpied-Givaudins","18",2101,9,9.982482
"18196","Saint-Aignan-des-Noyers","18",77,0,0
"18197","Saint-Amand-Montrond","18",9899,27,4.2361084
"18205","Saint-Doulchard","18",9647,70,14.6305123
"18206","Saint-Éloy-de-Gy","18",1581,11,14.4672513
"18207","Saint-Florent-sur-Cher","18",6463,39,10.776206
"18213","Saint-Germain-du-Puy","18",4779,29,11.846868
"18217","Saint-Jeanvrin","18",169,0,0
"18233","Saint-Satur","18",1408,10,9.5510984
"18238","Saint-Vitte","18",117,0,0
"18242","Sancoins","18",2951,10,5.1389787
"18250","Serruelles","18",66,0,0
"18252","Sidiailles","18",294,0,0
"18264","Thou","18",77,0,0
"18267","Trouy","18",4055,47,25.4191455
"18271","Vasselay","18",1579,10,14.2156831
"18276","Vernais","18",179,0,0
"18279","Vierzon","18",25068,141,9.3256506
"19009","Les Angles-sur-Corrèze","19",125,0,0
"19014","Auriac","19",216,0,0
"19015","Ayen","19",717,0,0
"19017","Bassignac-le-Bas","19",80,0,0
"19018","Bassignac-le-Haut","19",160,0,0
"19022","Benayes","19",224,0,0
"19027","Bonnefond","19",115,0,0
"19031","Brive-la-Gaillarde","19",47095,126,4.29629
"19039","Champagnac-la-Noaille","19",237,0,0
"19045","La Chapelle-Saint-Géraud","19",196,0,0
"19046","Chapelle-Spinasse","19",114,0,0
"19048","Le Chastang","19",349,0,0
"19051","Chaumeil","19",164,0,0
"19055","Chirac-Bellevue","19",272,0,0
"19056","Clergoux","19",408,0,0
"19065","Courteix","19",63,0,0
"19069","Darazac","19",154,0,0
"19074","L'Église-aux-Bois","19",50,0,0
"19078","Estivaux","19",403,0,0
"19083","Feyt","19",110,0,0
"19087","Gourdon-Murat","19",83,0,0
"19089","Gros-Chastang","19",181,0,0
"19091","Hautefage","19",313,0,0
"19099","Lagleygeolle","19",225,0,0
"19103","Lamazière-Haute","19",65,0,0
"19106","Lapleau","19",393,0,0
"19109","Lascaux","19",228,0,0
"19112","Lestards","19",117,0,0
"19114","Lignareix","19",162,0,0
"19118","Le Lonzac","19",823,0,0
"19119","Lostanges","19",152,0,0
"19120","Louignac","19",248,0,0
"19123","Malemort-sur-Corrèze",NA,8239,34,7.8900176
"19126","Marcillac-la-Croze","19",190,0,0
"19142","Monestier-Port-Dieu","19",132,0,0
"19146","Naves","19",2281,14,10.9268113
"19149","Neuville","19",201,0,0
"19158","Pandrignes","19",172,0,0
"19159","Péret-Bel-Air","19",84,0,0
"19163","Le Pescher","19",365,0,0
"19164","Peyrelevade","19",824,0,0
"19165","Peyrissac","19",133,0,0
"19166","Pierrefitte","19",93,0,0
"19167","Confolent-Port-Dieu","19",42,0,0
"19168","Pradines","19",92,0,0
"19170","Queyssac-les-Vignes","19",235,0,0
"19171","Reygade","19",175,0,0
"19173","Rilhac-Xaintrie","19",303,0,0
"19175","Roche-le-Peyroux","19",107,0,0
"19188","Saint-Bonnet-l'Enfantier","19",410,0,0
"19189","Saint-Bonnet-les-Tours-de-Merle","19",41,0,0
"19190","Saint-Bonnet-près-Bort","19",188,0,0
"19204","Saint-Fréjoux","19",260,0,0
"19206","Saint-Germain-Lavolps","19",102,0,0
"19208","Saint-Hilaire-Foissac","19",196,0,0
"19210","Saint-Hilaire-Luc","19",65,0,0
"19212","Saint-Hilaire-Taurieux","19",91,0,0
"19215","Saint-Julien-le-Pèlerin","19",115,0,0
"19216","Saint-Julien-le-Vendômois","19",234,0,0
"19217","Saint-Julien-Maumont","19",184,0,0
"19221","Saint-Martial-Entraygues","19",106,0,0
"19222","Saint-Martin-la-Méanne","19",351,0,0
"19229","Saint-Pantaléon-de-Larche","19",5091,22,9.0960921
"19232","Saint-Pardoux-le-Neuf","19",83,0,0
"19233","Saint-Pardoux-le-Vieux","19",293,0,0
"19241","Saint-Setiers","19",252,0,0
"19245","Saint-Sylvain","19",131,0,0
"19247","Saint-Victour","19",199,0,0
"19251","Sarran","19",262,0,0
"19257","Sérilhac","19",275,0,0
"19262","Soudaine-Lavinadière","19",143,0,0
"19263","Soudeilles","19",299,0,0
"19266","Thalamy","19",107,0,0
"19268","Toy-Viam","19",35,0,0
"19272","Tulle","19",13401,33,3.5771728
"19273","Turenne","19",801,0,0
"19274","Ussac","19",4322,11,5.3816047
"19275","Ussel","19",9187,21,3.6472729
"19277","Valiergues","19",157,0,0
"19281","Veix","19",80,0,0
"19283","Veyrières","19",83,0,0
"19287","Vitrac-sur-Montane","19",222,0,0
"21002","Agey","21",265,0,0
"21003","Ahuy","21",1718,5,5.2738226
"21009","Allerey","21",174,0,0
"21011","Ampilly-les-Bordes","21",79,0,0
"21013","Ancey","21",451,0,0
"21014","Antheuil","21",63,0,0
"21015","Antigny-la-Ville","21",86,0,0
"21018","Arcey","21",51,0,0
"21020","Arconcey","21",217,0,0
"21024","Arnay-sous-Vitteaux","21",113,0,0
"21025","Arrans","21",65,0,0
"21030","Aubaine","21",89,0,0
"21032","Aubigny-la-Ronce","21",172,0,0
"21033","Aubigny-lès-Sombernon","21",175,0,0
"21036","Auxant","21",80,0,0
"21038","Auxonne","21",7581,17,4.38969
"21039","Avelanges","21",33,0,0
"21040","Avosnes","21",83,0,0
"21042","Bagnot","21",154,0,0
"21044","Balot","21",86,0,0
"21045","Barbirey-sur-Ouche","21",259,0,0
"21046","Bard-le-Régulier","21",73,0,0
"21049","Barjon","21",29,0,0
"21051","Baulme-la-Roche","21",93,0,0
"21052","Beaulieu","21",28,0,0
"21054","Beaune","21",20352,53,4.2967645
"21055","Beaunotte","21",16,0,0
"21061","Bellenod-sur-Seine","21",64,0,0
"21063","Beneuvre","21",94,0,0
"21064","Benoisey","21",95,0,0
"21065","Bessey-en-Chaume","21",119,0,0
"21069","Beurizot","21",107,0,0
"21070","Bévy","21",133,0,0
"21072","Bézouotte","21",209,0,0
"21075","Billy-lès-Chanceaux","21",72,0,0
"21079","Blagny-sur-Vingeanne","21",122,0,0
"21082","Blancey","21",53,0,0
"21083","Blanot","21",120,0,0
"21084","Source-Seine","21",60,0,0
"21085","Bligny-le-Sec","21",145,0,0
"21091","Bouhey","21",53,0,0
"21092","Bouilland","21",245,0,0
"21094","Bourberain","21",382,0,0
"21096","Boussenois","21",110,0,0
"21097","Boussey","21",31,0,0
"21098","Boux-sous-Salmaise","21",124,0,0
"21100","Brain","21",36,0,0
"21101","Braux","21",180,0,0
"21102","Brazey-en-Morvan","21",155,0,0
"21104","Brémur-et-Vaurois","21",45,0,0
"21117","Busseaut","21",56,0,0
"21118","Busserotte-et-Montenaille","21",33,0,0
"21119","Bussières","21",44,0,0
"21120","La Bussière-sur-Ouche","21",197,0,0
"21121","Bussy-la-Pesle","21",73,0,0
"21135","Champagne-sur-Vingeanne","21",311,0,0
"21136","Champagny","21",27,0,0
"21140","Champignolles","21",76,0,0
"21141","Champrenault","21",38,0,0
"21143","Channay","21",58,0,0
"21144","Charencey","21",35,0,0
"21145","Charigny","21",36,0,0
"21146","Charmes","21",122,0,0
"21147","Charny","21",33,0,0
"21151","Chassey","21",95,0,0
"21152","Châteauneuf","21",81,0,0
"21153","Châtellenot","21",167,0,0
"21155","Chaudenay-la-Ville","21",37,0,0
"21156","Chaudenay-le-Château","21",48,0,0
"21157","Chaugey","21",24,0,0
"21158","Chaume-et-Courchamp","21",188,0,0
"21159","La Chaume","21",97,0,0
"21160","Chaume-lès-Baigneux","21",101,0,0
"21164","Chazilly","21",151,0,0
"21165","Chemin-d'Aisey","21",62,0,0
"21166","Chenôve","21",14244,20,2.9503475
"21168","Chevannay","21",34,0,0
"21169","Chevannes","21",170,0,0
"21170","Chevigny-en-Valière","21",417,0,0
"21171","Chevigny-Saint-Sauveur","21",11108,29,5.2141685
"21175","Cirey-lès-Pontailler","21",181,0,0
"21176","Civry-en-Montagne","21",125,0,0
"21178","Valforêt","21",331,0,0
"21180","Cléry","21",159,0,0
"21181","Clomot","21",121,0,0
"21182","Collonges-lès-Bévy","21",93,0,0
"21184","Colombier","21",66,0,0
"21187","Commarin","21",122,0,0
"21197","Corpoyer-la-Chapelle","21",38,0,0
"21199","Corsaint","21",129,0,0
"21203","Courcelles-Frémoy","21",148,0,0
"21204","Courcelles-lès-Montbard","21",85,0,0
"21211","Crécey-sur-Tille","21",127,0,0
"21214","Crugey","21",166,0,0
"21215","Cuiserey","21",172,0,0
"21216","Culètre","21",93,0,0
"21217","Curley","21",142,0,0
"21218","Curtil-Saint-Seine","21",112,0,0
"21219","Curtil-Vergy","21",163,0,0
"21222","Cussy-le-Châtel","21",124,0,0
"21224","Dampierre-en-Montagne","21",64,0,0
"21228","Détain-et-Bruant","21",142,0,0
"21229","Diancey","21",99,0,0
"21231","Dijon","21",161830,395,3.9238244
"21234","Drée","21",66,0,0
"21235","Duesme","21",46,0,0
"21236","Ébaty","21",256,0,0
"21238","Échannay","21",132,0,0
"21241","Échevronne","21",316,0,0
"21242","Échigey","21",316,0,0
"21243","Écutigny","21",78,0,0
"21246","Épernay-sous-Gevrey","21",151,0,0
"21250","Essarois","21",84,0,0
"21251","Essey","21",315,0,0
"21253","Étalante","21",126,0,0
"21254","L'Étang-Vergy","21",200,0,0
"21256","Étevaux","21",305,0,0
"21257","Étormay","21",66,0,0
"21260","Fain-lès-Moutiers","21",152,0,0
"21262","Faverolles-lès-Lucey","21",29,0,0
"21264","Le Fête","21",51,0,0
"21266","Flacey","21",219,0,0
"21268","Flagey-lès-Auxonne","21",214,0,0
"21272","Flée",NA,275,0,0
"21276","Fontaines-en-Duesmois","21",116,0,0
"21278","Fontaine-lès-Dijon","21",9252,70,14.527336
"21281","Fontenelle","21",169,0,0
"21282","Forléans","21",112,0,0
"21283","Fraignot-et-Vesvrotte","21",76,0,0
"21284","Francheville","21",256,0,0
"21287","Fresnes","21",153,0,0
"21288","Frôlois","21",166,0,0
"21291","Genay","21",370,0,0
"21292","Genlis","21",5093,6,2.3643769
"21293","Gergueil","21",131,0,0
"21299","Gissey-sous-Flavigny","21",98,0,0
"21302","Gomméville","21",110,0,0
"21303","Les Goulles","21",17,0,0
"21304","Grancey-le-Château-Neuvelle","21",247,0,0
"21306","Grenant-lès-Sombernon","21",216,0,0
"21307","Grésigny-Sainte-Reine","21",147,0,0
"21308","Grignon","21",186,0,0
"21310","Grosbois-en-Montagne","21",110,0,0
"21312","Gurgy-la-Ville","21",26,0,0
"21314","Hauteroche","21",76,0,0
"21315","Hauteville-lès-Dijon","21",1195,6,12.3513468
"21317","Is-sur-Tille","21",4302,10,4.8169557
"21321","Jailly-les-Moulins","21",76,0,0
"21323","Jancigny","21",155,0,0
"21326","Jours-lès-Baigneux","21",100,0,0
"21328","Juillenay","21",52,0,0
"21329","Juilly","21",41,0,0
"21338","Lamargelle","21",142,0,0
"21341","Lantilly","21",97,0,0
"21343","Larrey","21",95,0,0
"21347","Levernois","21",363,0,0
"21348","Licey-sur-Vingeanne","21",97,0,0
"21350","Lignerolles","21",55,0,0
"21355","Longvic","21",8896,50,11.0554266
"21358","Lucenay-le-Duc","21",196,0,0
"21359","Lucey","21",56,0,0
"21362","Maconge","21",138,0,0
"21363","Magnien","21",316,0,0
"21364","Magny-Lambert","21",87,0,0
"21365","Magny-la-Ville","21",72,0,0
"21367","Magny-Montarlot","21",262,0,0
"21368","Magny-lès-Villers","21",229,0,0
"21375","Manlay","21",199,0,0
"21376","Marandeuil","21",100,0,0
"21377","Marcellois","21",45,0,0
"21379","Marcheseuil","21",158,0,0
"21380","Marcigny-sous-Thil","21",56,0,0
"21381","Marcilly-et-Dracy","21",84,0,0
"21384","Marey-lès-Fussey","21",87,0,0
"21386","Marigny-le-Cahouët","21",305,0,0
"21390","Marsannay-la-Côte","21",5433,8,3.1469677
"21394","Massingy-lès-Semur","21",151,0,0
"21395","Massingy-lès-Vitteaux","21",92,0,0
"21396","Mauvilly","21",61,0,0
"21397","Mavilly-Mandelot","21",166,0,0
"21400","Le Meix","21",41,0,0
"21402","Menesble","21",17,0,0
"21403","Ménessaire","21",75,0,0
"21407","Messanges","21",250,0,0
"21410","Meulson","21",28,0,0
"21417","Missery","21",105,0,0
"21418","Moitron","21",57,0,0
"21420","Molinot","21",175,0,0
"21421","Moloy","21",236,0,0
"21426","Montberthault","21",226,0,0
"21427","Montceau-et-Écharnant","21",173,0,0
"21431","Montigny-sur-Armançon","21",158,0,0
"21434","Montlay-en-Auxois","21",199,0,0
"21438","Montmoyen","21",71,0,0
"21440","Montot","21",206,0,0
"21445","La Motte-Ternant","21",148,0,0
"21446","Moutiers-Saint-Jean","21",254,0,0
"21448","Mussy-la-Fosse","21",96,0,0
"21451","Nesle-et-Massoult","21",78,0,0
"21454","Nicey","21",112,0,0
"21455","Nod-sur-Seine","21",204,0,0
"21457","Noidan","21",94,0,0
"21464","Nuits-Saint-Georges","21",5235,18,6.1665849
"21466","Oigny","21",39,0,0
"21467","Oisilly","21",127,0,0
"21469","Orgeux","21",466,0,0
"21470","Origny","21",53,0,0
"21471","Orret","21",12,0,0
"21476","Painblanc","21",171,0,0
"21477","Panges","21",85,0,0
"21479","Pellerey","21",79,0,0
"21484","Planay","21",61,0,0
"21485","Plombières-lès-Dijon","21",2497,12,9.4255658
"21489","Poiseul-la-Grange","21",75,0,0
"21490","Poiseul-la-Ville-et-Laperrière","21",154,0,0
"21494","Poncey-sur-l'Ignon","21",80,0,0
"21497","Pont-et-Massène","21",187,0,0
"21498","Posanges","21",51,0,0
"21499","Pothières","21",189,0,0
"21511","Puits","21",137,0,0
"21514","Quemigny-sur-Seine","21",90,0,0
"21515","Quetigny","21",8971,28,6.5523014
"21516","Quincerot","21",77,0,0
"21519","Recey-sur-Ource","21",334,0,0
"21520","Remilly-en-Montagne","21",146,0,0
"21523","Reulle-Vergy","21",163,0,0
"21524","Riel-les-Eaux","21",93,0,0
"21526","Rochefort-sur-Brévon","21",42,0,0
"21528","La Roche-Vanneau","21",135,0,0
"21529","Roilly","21",52,0,0
"21533","Rouvres-sous-Meilly","21",83,0,0
"21536","Sacquenay","21",285,0,0
"21537","Saffres","21",119,0,0
"21538","Saint-Andeux","21",115,0,0
"21539","Saint-Anthot","21",67,0,0
"21540","Saint-Apollinaire","21",7544,28,7.2504211
"21543","Saint-Broing-les-Moines","21",180,0,0
"21544","Sainte-Colombe-en-Auxois","21",53,0,0
"21547","Saint-Euphrône","21",225,0,0
"21549","Saint-Germain-le-Rocheux","21",83,0,0
"21550","Saint-Germain-lès-Senailly","21",111,0,0
"21552","Saint-Hélier","21",36,0,0
"21553","Saint-Jean-de-Bœuf","21",102,0,0
"21557","Saint-Marc-sur-Seine","21",113,0,0
"21561","Saint-Martin-du-Mont","21",463,0,0
"21573","Saint-Seine-l'Abbaye","21",364,0,0
"21576","Saint-Thibault","21",152,0,0
"21580","Salmaise","21",126,0,0
"21581","Samerey","21",141,0,0
"21583","Santosse","21",61,0,0
"21585","Saulon-la-Chapelle","21",1031,0,0
"21588","Saussey","21",74,0,0
"21589","Saussy","21",99,0,0
"21592","Savigny-sous-Mâlain","21",234,0,0
"21593","Savilly","21",79,0,0
"21595","Savolles","21",145,0,0
"21597","Segrois","21",55,0,0
"21598","Seigny","21",151,0,0
"21602","Semond","21",32,0,0
"21603","Semur-en-Auxois","21",3986,7,2.6839973
"21604","Senailly","21",132,0,0
"21612","Souhey","21",82,0,0
"21617","Talant","21",11896,33,5.5918912
"21624","Tellecey","21",143,0,0
"21625","Ternant","21",81,0,0
"21626","Terrefondrée","21",69,0,0
"21627","Thenissey","21",93,0,0
"21630","Thoisy-le-Désert","21",217,0,0
"21631","Thomirey","21",56,0,0
"21635","Thoste","21",104,0,0
"21646","Trouhaut","21",131,0,0
"21649","Uncey-le-Franc","21",47,0,0
"21650","Urcy","21",143,0,0
"21653","Vannaire","21",48,0,0
"21659","Vaux-Saules","21",170,0,0
"21660","Veilly","21",59,0,0
"21662","Velogny","21",33,0,0
"21666","Vernot","21",97,0,0
"21669","Verrey-sous-Drée","21",99,0,0
"21673","Veuvey-sur-Ouche","21",204,0,0
"21675","Vianges","21",35,0,0
"21677","Vic-des-Prés","21",107,0,0
"21678","Vic-sous-Thil","21",188,0,0
"21680","Vielverge","21",495,0,0
"21686","Villaines-les-Prévôtes","21",140,0,0
"21688","Villars-Fontaine","21",116,0,0
"21694","Villeferry","21",22,0,0
"21695","La Villeneuve-les-Convers","21",56,0,0
"21700","Villers-Patras","21",94,0,0
"21701","Villers-Rotin","21",124,0,0
"21702","Villey-sur-Tille","21",264,0,0
"21703","Villiers-en-Morvan","21",43,0,0
"21704","Villiers-le-Duc","21",109,0,0
"21705","Villotte-Saint-Seine","21",65,0,0
"21707","Villy-en-Auxois","21",233,0,0
"21709","Viserny","21",182,0,0
"21713","Vonges","21",358,0,0
"22003","Aucaleuc","22",973,0,0
"22004","Bégard","22",4889,9,3.4970702
"22006","Berhet","22",272,0,0
"22009","Le Bodéo","22",186,0,0
"22014","Bourseul","22",1277,0,0
"22018","Brélidy","22",334,0,0
"22020","Broons","22",2943,8,5.2225049
"22021","Brusvily","22",1153,0,0
"22025","Callac","22",2312,6,3.7919649
"22028","Camlez","22",845,0,0
"22039","La Chèze","22",578,0,0
"22046","Collinée",NA,6556,14,3.6082772
"22050","Dinan","22",14764,26,2.771882
"22054","Erquy","22",3974,34,6.4818384
"22055","Étables-sur-Mer",NA,7041,23,4.0483909
"22057","Le Faouët","22",412,0,0
"22060","Gausson","22",648,0,0
"22067","Grâces","22",2601,7,5.0041774
"22070","Guingamp","22",7111,19,3.695548
"22072","Gurunhuel","22",409,0,0
"22081","Hillion","22",4335,10,4.6902503
"22085","Kerbors","22",292,0,0
"22088","Kerien","22",245,0,0
"22092","Kerpert","22",268,0,0
"22093","Lamballe",NA,17241,33,3.529702
"22094","Lancieux","22",1611,12,5.5856063
"22095","Landebaëron","22",167,0,0
"22098","Landéhen","22",1444,0,0
"22106","Langueux","22",7939,24,5.8493785
"22108","Lanleff","22",121,0,0
"22113","Lannion","22",20315,37,3.1131322
"22115","Lanrivain","22",464,0,0
"22118","Lanvallay","22",4291,29,12.6251633
"22124","Lescouët-Gouarec","22",216,0,0
"22126","Le Leslay","22",152,0,0
"22129","Loc-Envel","22",75,0,0
"22134","Louannec","22",3019,5,2.7705425
"22136","Loudéac","22",9987,39,7.3277435
"22137","Maël-Carhaix","22",1497,11,10.6527051
"22139","Magoar","22",75,0,0
"22141","Mantallot","22",226,0,0
"22147","Merdrignac",NA,3139,9,5.1074804
"22158","Mûr-de-Bretagne",NA,2532,10,6.234414
"22161","Pabu","22",2771,16,11.7907849
"22162","Paimpol","22",7341,17,3.0446498
"22165","Penguily","22",617,0,0
"22168","Perros-Guirec","22",7336,10,1.3200935
"22174","Pléboulle","22",721,0,0
"22186","Pléneuf-Val-André","22",3988,15,2.6733301
"22187","Plérin","22",14425,44,5.3961297
"22190","Pleslin-Trigavou","22",4065,10,5.0735667
"22194","Plestin-les-Grèves","22",3639,7,2.4280473
"22211","Ploubezre","22",3780,7,3.5246476
"22213","Plouër-sur-Rance","22",3416,12,6.1318344
"22215","Ploufragan","22",11507,21,3.7082812
"22222","Plouha","22",4634,15,3.999654
"22225","Ploumagoar","22",5414,13,4.8743907
"22231","Plourac'h","22",351,0,0
"22238","Plufur","22",529,0,0
"22251","Pordic","22",7454,15,3.9560659
"22254","Prat","22",1078,0,0
"22257","Quemperven","22",417,0,0
"22259","Quévert","22",3955,9,4.6850599
"22261","Quintenic","22",363,0,0
"22266","Rostrenen","22",3282,12,5.7915058
"22267","Rouillac","22",409,0,0
"22269","Runan","22",245,0,0
"22271","Saint-Adrien","22",376,0,0
"22273","Saint-Alban","22",2397,14,10.7279693
"22276","Saint-Bihy","22",267,0,0
"22278","Saint-Brieuc","22",44364,92,3.3318081
"22282","Saint-Cast-le-Guildo","22",3371,22,3.9460086
"22287","Saint-Donan","22",1477,0,0
"22289","Saint-Fiacre","22",210,0,0
"22294","Saint-Gilles-Pligeaux","22",307,0,0
"22306","Saint-Judoce","22",594,0,0
"22315","Saint-Maudez","22",286,0,0
"22318","Saint-Michel-de-Plélan","22",334,0,0
"22320","Saint-Nicodème","22",167,0,0
"22322","Saint-Péver","22",397,0,0
"22325","Saint-Quay-Portrieux","22",3224,11,2.6518598
